object_type,entry_time,exit_time,zone_of_entrance,zone_of_exit,camera_id
female,05.09.2025 19:56:42,05.09.2025 19:59:55,Entrance 1,Entrance 1,1
male,05.09.2025 19:51:38,05.09.2025 20:01:24,Entrance 2,Entrance 1,1
male,05.09.2025 19:54:50,05.09.2025 20:01:28,Entrance 1,Entrance 1,2
female,05.09.2025 19:55:41,05.09.2025 20:01:35,Entrance 1,Entrance 1,1
male,05.09.2025 19:53:08,05.09.2025 20:01:47,Entrance 1,Entrance 2,1
male,05.09.2025 19:59:13,05.09.2025 20:02:13,Entrance 1,Entrance 1,2
male,05.09.2025 19:53:11,05.09.2025 20:03:11,Entrance 2,Entrance 2,1
male,05.09.2025 19:59:16,05.09.2025 20:03:12,Entrance 1,Entrance 1,2
car,05.09.2025 18:39:56,05.09.2025 20:03:58,None,None,1
male,05.09.2025 19:57:32,05.09.2025 20:04:04,Entrance 1,Entrance 1,2
female,05.09.2025 19:56:16,05.09.2025 20:04:38,Entrance 2,Entrance 1,1
male,05.09.2025 19:58:43,05.09.2025 20:04:39,Entrance 1,Entrance 2,1
male,05.09.2025 19:59:02,05.09.2025 20:04:46,Entrance 1,Entrance 1,1
male,05.09.2025 19:59:20,05.09.2025 20:05:16,Entrance 2,Entrance 1,1
car,05.09.2025 18:01:08,05.09.2025 20:05:54,None,None,1
female,05.09.2025 20:00:51,05.09.2025 20:06:11,Entrance 1,Entrance 1,2
female,05.09.2025 20:01:47,05.09.2025 20:06:25,Entrance 1,Entrance 1,2
female,05.09.2025 19:57:30,05.09.2025 20:07:30,Entrance 2,Entrance 2,1
female,05.09.2025 20:04:20,05.09.2025 20:07:55,Entrance 1,Entrance 1,2
car,05.09.2025 17:31:21,05.09.2025 20:08:44,None,None,1
male,05.09.2025 20:04:04,05.09.2025 20:09:17,Entrance 1,Entrance 1,2
female,05.09.2025 20:02:26,05.09.2025 20:09:21,Entrance 1,Entrance 1,2
male,05.09.2025 20:06:16,05.09.2025 20:10:18,Entrance 1,Entrance 1,2
male,05.09.2025 20:01:53,05.09.2025 20:11:53,Entrance 1,Entrance 1,2
male,05.09.2025 20:06:30,05.09.2025 20:14:26,Entrance 1,Entrance 1,2
car,05.09.2025 19:06:09,05.09.2025 20:14:52,None,None,1
male,05.09.2025 20:11:39,05.09.2025 20:15:36,Entrance 1,Entrance 1,2
male,05.09.2025 20:08:31,05.09.2025 20:16:29,Entrance 1,Entrance 1,2
male,05.09.2025 20:13:31,05.09.2025 20:18:08,Entrance 1,Entrance 1,2
male,05.09.2025 20:10:38,05.09.2025 20:18:36,Entrance 1,Entrance 1,2
male,05.09.2025 20:14:27,05.09.2025 20:19:19,Entrance 1,Entrance 1,2
male,05.09.2025 20:15:22,05.09.2025 20:19:37,Entrance 1,Entrance 1,2
male,05.09.2025 20:12:33,05.09.2025 20:20:12,Entrance 1,Entrance 1,2
female,05.09.2025 20:18:08,05.09.2025 20:21:18,Entrance 1,Entrance 2,1
male,05.09.2025 20:11:26,05.09.2025 20:21:26,Entrance 1,Entrance 1,2
male,05.09.2025 20:16:35,05.09.2025 20:22:57,Entrance 1,Entrance 1,2
male,05.09.2025 20:19:07,05.09.2025 20:23:04,Entrance 1,Entrance 1,1
female,05.09.2025 20:20:13,05.09.2025 20:23:13,Entrance 1,Entrance 1,1
car,05.09.2025 18:42:49,05.09.2025 20:23:52,None,None,1
female,05.09.2025 20:20:12,05.09.2025 20:25:14,Entrance 1,Entrance 2,1
female,05.09.2025 20:18:26,05.09.2025 20:25:21,Entrance 1,Entrance 1,1
female,05.09.2025 20:16:27,05.09.2025 20:25:22,Entrance 1,Entrance 1,2
male,05.09.2025 20:18:10,05.09.2025 20:25:32,Entrance 1,None,2
female,05.09.2025 20:21:33,05.09.2025 20:26:10,Entrance 1,None,1
male,05.09.2025 20:20:33,05.09.2025 20:26:10,Entrance 2,Entrance 1,1
male,05.09.2025 20:18:15,05.09.2025 20:26:14,Entrance 2,Entrance 2,1
female,05.09.2025 20:19:27,05.09.2025 20:27:00,Entrance 2,Entrance 2,1
male,05.09.2025 20:24:08,05.09.2025 20:27:09,Entrance 1,Entrance 1,1
female,05.09.2025 20:18:12,05.09.2025 20:27:11,Entrance 2,Entrance 2,1
female,05.09.2025 20:21:28,05.09.2025 20:27:35,Entrance 1,Entrance 1,2
male,05.09.2025 20:23:01,05.09.2025 20:27:45,Entrance 2,Entrance 2,1
female,05.09.2025 20:22:01,05.09.2025 20:27:56,Entrance 1,Entrance 1,2
male,05.09.2025 20:21:51,05.09.2025 20:28:33,Entrance 1,Entrance 1,1
female,05.09.2025 20:24:59,05.09.2025 20:28:35,Entrance 1,Entrance 1,1
male,05.09.2025 20:25:47,05.09.2025 20:28:47,None,None,2
car,05.09.2025 18:37:57,05.09.2025 20:29:07,None,None,1
male,05.09.2025 20:26:34,05.09.2025 20:29:34,None,Entrance 1,2
female,05.09.2025 20:24:32,05.09.2025 20:30:06,Entrance 1,Entrance 1,2
female,05.09.2025 20:21:59,05.09.2025 20:30:43,Entrance 1,Entrance 1,1
female,05.09.2025 20:26:24,05.09.2025 20:30:47,Entrance 1,Entrance 2,1
male,05.09.2025 20:21:17,05.09.2025 20:31:03,Entrance 1,Entrance 1,2
female,05.09.2025 20:22:37,05.09.2025 20:31:32,Entrance 1,Entrance 1,2
female,05.09.2025 20:26:24,05.09.2025 20:31:46,Entrance 1,Entrance 1,1
female,05.09.2025 20:24:55,05.09.2025 20:32:25,Entrance 1,None,2
male,05.09.2025 20:23:12,05.09.2025 20:33:05,Entrance 2,Entrance 2,1
female,05.09.2025 20:27:34,05.09.2025 20:33:09,Entrance 1,Entrance 1,2
car,05.09.2025 17:24:38,05.09.2025 20:33:31,None,None,1
female,05.09.2025 20:23:39,05.09.2025 20:33:39,Entrance 2,Entrance 1,1
male,05.09.2025 20:28:14,05.09.2025 20:33:40,Entrance 1,Entrance 1,2
male,05.09.2025 20:23:48,05.09.2025 20:33:48,Entrance 2,Entrance 1,1
male,05.09.2025 20:29:57,05.09.2025 20:34:07,Entrance 1,Entrance 2,1
male,05.09.2025 20:29:17,05.09.2025 20:34:31,Entrance 2,Entrance 1,1
female,05.09.2025 20:30:52,05.09.2025 20:35:21,Entrance 2,Entrance 1,1
female,05.09.2025 20:30:47,05.09.2025 20:35:59,Entrance 1,Entrance 2,1
female,05.09.2025 20:33:19,05.09.2025 20:36:19,Entrance 2,Entrance 1,1
male,05.09.2025 20:27:09,05.09.2025 20:36:24,Entrance 1,Entrance 2,1
male,05.09.2025 20:32:03,05.09.2025 20:36:28,Entrance 1,Entrance 1,2
female,05.09.2025 20:26:37,05.09.2025 20:36:37,Entrance 1,Entrance 1,2
male,05.09.2025 20:26:44,05.09.2025 20:36:44,Entrance 1,Entrance 2,1
male,05.09.2025 20:33:53,05.09.2025 20:37:03,None,Entrance 1,2
male,05.09.2025 20:33:51,05.09.2025 20:37:18,None,Entrance 1,2
male,05.09.2025 20:27:47,05.09.2025 20:37:44,Entrance 2,None,1
male,05.09.2025 20:30:54,05.09.2025 20:37:48,Entrance 2,None,1
car,05.09.2025 18:34:19,05.09.2025 20:38:23,None,None,1
male,05.09.2025 20:35:25,05.09.2025 20:38:25,Entrance 1,Entrance 2,1
car,05.09.2025 19:26:29,05.09.2025 20:38:30,None,None,2
male,05.09.2025 20:29:13,05.09.2025 20:38:31,Entrance 2,Entrance 1,1
female,05.09.2025 20:35:06,05.09.2025 20:39:33,Entrance 1,Entrance 2,1
male,05.09.2025 20:36:46,05.09.2025 20:39:46,Entrance 1,Entrance 2,1
male,05.09.2025 20:32:02,05.09.2025 20:40:00,Entrance 1,Entrance 1,2
male,05.09.2025 20:37:26,05.09.2025 20:40:29,Entrance 1,Entrance 2,1
male,05.09.2025 20:31:23,05.09.2025 20:41:23,Entrance 2,Entrance 1,1
car,05.09.2025 19:06:36,05.09.2025 20:41:26,None,None,1
male,05.09.2025 20:35:53,05.09.2025 20:41:27,Entrance 1,Entrance 1,1
male,05.09.2025 20:34:47,05.09.2025 20:41:54,Entrance 2,Entrance 1,1
male,05.09.2025 20:35:44,05.09.2025 20:42:06,Entrance 1,Entrance 1,2
female,05.09.2025 20:35:30,05.09.2025 20:42:19,Entrance 2,Entrance 1,1
male,05.09.2025 20:37:15,05.09.2025 20:42:21,Entrance 1,Entrance 1,2
male,05.09.2025 20:35:19,05.09.2025 20:42:35,Entrance 1,Entrance 1,2
female,05.09.2025 20:38:32,05.09.2025 20:43:03,Entrance 2,Entrance 1,1
male,05.09.2025 20:39:42,05.09.2025 20:43:41,Entrance 1,Entrance 2,1
male,05.09.2025 20:39:12,05.09.2025 20:44:01,Entrance 1,Entrance 1,2
male,05.09.2025 20:38:49,05.09.2025 20:44:03,Entrance 2,Entrance 1,1
male,05.09.2025 20:38:00,05.09.2025 20:44:42,Entrance 1,Entrance 1,1
female,05.09.2025 20:38:30,05.09.2025 20:44:55,Entrance 1,Entrance 1,1
female,05.09.2025 20:37:45,05.09.2025 20:45:31,Entrance 2,Entrance 1,1
male,05.09.2025 20:42:40,05.09.2025 20:45:40,None,Entrance 2,1
male,05.09.2025 20:40:15,05.09.2025 20:45:58,Entrance 2,Entrance 1,1
male,05.09.2025 20:38:51,05.09.2025 20:46:39,Entrance 1,Entrance 1,2
female,05.09.2025 20:40:21,05.09.2025 20:46:42,Entrance 1,None,2
male,05.09.2025 20:43:43,05.09.2025 20:46:43,Entrance 1,Entrance 1,1
female,05.09.2025 20:37:02,05.09.2025 20:46:48,None,Entrance 1,1
male,05.09.2025 20:40:17,05.09.2025 20:47:11,Entrance 1,Entrance 1,2
male,05.09.2025 20:37:23,05.09.2025 20:47:23,Entrance 1,None,2
male,05.09.2025 20:40:12,05.09.2025 20:47:26,Entrance 1,Entrance 1,2
car,05.09.2025 17:48:41,05.09.2025 20:47:52,None,None,1
male,05.09.2025 20:38:10,05.09.2025 20:48:06,Entrance 2,Entrance 1,1
car,05.09.2025 19:14:02,05.09.2025 20:48:30,None,None,1
male,05.09.2025 20:43:42,05.09.2025 20:48:45,Entrance 1,Entrance 1,2
male,05.09.2025 20:43:13,05.09.2025 20:49:04,Entrance 1,Entrance 2,1
female,05.09.2025 20:43:06,05.09.2025 20:49:14,Entrance 1,Entrance 1,2
car,05.09.2025 19:38:16,05.09.2025 20:49:41,None,None,2
female,05.09.2025 20:39:49,05.09.2025 20:49:49,Entrance 2,Entrance 1,1
female,05.09.2025 20:44:02,05.09.2025 20:49:55,Entrance 1,Entrance 1,2
male,05.09.2025 20:40:03,05.09.2025 20:50:03,Entrance 1,Entrance 1,2
car,05.09.2025 20:13:51,05.09.2025 20:50:24,None,None,1
male,05.09.2025 20:44:14,05.09.2025 20:51:10,Entrance 2,Entrance 1,1
male,05.09.2025 20:43:05,05.09.2025 20:51:29,Entrance 2,Entrance 2,1
male,05.09.2025 20:44:43,05.09.2025 20:52:18,Entrance 1,Entrance 2,1
male,05.09.2025 20:46:40,05.09.2025 20:52:48,Entrance 1,Entrance 1,2
female,05.09.2025 20:44:43,05.09.2025 20:52:49,Entrance 1,None,2
male,05.09.2025 20:44:38,05.09.2025 20:53:27,Entrance 2,Entrance 1,1
male,05.09.2025 20:43:29,05.09.2025 20:53:29,Entrance 2,Entrance 2,1
male,05.09.2025 20:48:17,05.09.2025 20:54:04,Entrance 1,Entrance 1,2
male,05.09.2025 20:50:22,05.09.2025 20:54:42,Entrance 1,Entrance 1,1
female,05.09.2025 20:49:29,05.09.2025 20:54:49,Entrance 1,Entrance 1,1
male,05.09.2025 20:50:42,05.09.2025 20:55:12,Entrance 1,Entrance 1,1
male,05.09.2025 20:47:47,05.09.2025 20:55:19,Entrance 1,Entrance 1,2
female,05.09.2025 20:52:35,05.09.2025 20:55:35,Entrance 1,None,2
female,05.09.2025 20:51:48,05.09.2025 20:56:21,Entrance 1,Entrance 1,1
female,05.09.2025 20:53:09,05.09.2025 20:57:00,Entrance 2,Entrance 2,1
female,05.09.2025 20:50:30,05.09.2025 20:57:11,Entrance 1,None,2
male,05.09.2025 20:48:55,05.09.2025 20:57:12,Entrance 2,Entrance 1,1
male,05.09.2025 20:53:53,05.09.2025 20:57:46,Entrance 1,Entrance 1,2
male,05.09.2025 20:54:54,05.09.2025 20:57:54,None,Entrance 1,2
female,05.09.2025 20:54:56,05.09.2025 20:57:56,Entrance 1,Entrance 1,1
male,05.09.2025 20:55:02,05.09.2025 20:58:53,Entrance 1,Entrance 1,2
female,05.09.2025 20:50:30,05.09.2025 20:58:53,Entrance 2,Entrance 1,1
female,05.09.2025 20:55:38,05.09.2025 20:59:00,None,Entrance 1,2
male,05.09.2025 20:56:33,05.09.2025 20:59:33,Entrance 1,Entrance 1,1
male,05.09.2025 20:55:51,05.09.2025 20:59:36,Entrance 2,Entrance 1,1
female,05.09.2025 20:51:42,05.09.2025 20:59:39,Entrance 1,Entrance 2,1
female,05.09.2025 20:53:51,05.09.2025 20:59:44,Entrance 1,Entrance 1,2
female,05.09.2025 20:53:39,05.09.2025 20:59:46,Entrance 1,Entrance 1,1
male,05.09.2025 20:55:44,05.09.2025 20:59:53,Entrance 1,Entrance 1,1
female,05.09.2025 20:55:50,05.09.2025 21:00:02,Entrance 1,Entrance 1,2
male,05.09.2025 20:54:01,05.09.2025 21:00:04,Entrance 2,Entrance 1,1
female,05.09.2025 20:58:37,05.09.2025 21:01:37,Entrance 1,Entrance 1,1
car,05.09.2025 19:31:09,05.09.2025 21:01:38,None,None,2
male,05.09.2025 20:57:20,05.09.2025 21:02:23,Entrance 1,Entrance 2,1
male,05.09.2025 20:58:46,05.09.2025 21:02:32,Entrance 1,Entrance 1,1
female,05.09.2025 20:53:51,05.09.2025 21:02:35,Entrance 1,Entrance 1,2
male,05.09.2025 20:53:01,05.09.2025 21:03:01,Entrance 2,Entrance 1,1
female,05.09.2025 20:58:36,05.09.2025 21:03:02,Entrance 1,None,1
female,05.09.2025 20:56:50,05.09.2025 21:03:27,Entrance 1,Entrance 1,2
female,05.09.2025 21:00:26,05.09.2025 21:03:39,None,Entrance 1,2
car,05.09.2025 20:42:02,05.09.2025 21:04:29,None,None,1
male,05.09.2025 21:01:31,05.09.2025 21:04:31,None,Entrance 1,2
male,05.09.2025 20:57:40,05.09.2025 21:04:54,Entrance 1,Entrance 2,1
male,05.09.2025 20:59:59,05.09.2025 21:05:11,Entrance 1,Entrance 2,1
male,05.09.2025 20:58:15,05.09.2025 21:05:45,Entrance 1,Entrance 1,1
female,05.09.2025 20:58:32,05.09.2025 21:08:26,Entrance 2,Entrance 1,1
female,05.09.2025 21:06:01,05.09.2025 21:09:55,Entrance 1,Entrance 1,2
car,05.09.2025 18:17:43,05.09.2025 21:10:14,None,None,2
car,05.09.2025 19:23:55,05.09.2025 21:10:35,None,None,2
car,05.09.2025 20:24:57,05.09.2025 21:11:24,None,None,2
male,05.09.2025 21:03:56,05.09.2025 21:12:08,Entrance 1,None,2
male,05.09.2025 21:07:26,05.09.2025 21:12:16,Entrance 1,Entrance 1,2
car,05.09.2025 19:49:02,05.09.2025 21:12:35,None,None,1
male,05.09.2025 21:10:16,05.09.2025 21:13:44,Entrance 1,Entrance 1,2
male,05.09.2025 21:08:40,05.09.2025 21:14:25,Entrance 1,Entrance 1,2
female,05.09.2025 21:10:07,05.09.2025 21:14:38,Entrance 1,Entrance 1,2
female,05.09.2025 21:08:05,05.09.2025 21:14:53,Entrance 1,Entrance 1,2
car,05.09.2025 18:36:50,05.09.2025 21:15:50,None,None,1
male,05.09.2025 21:11:54,05.09.2025 21:18:12,Entrance 1,Entrance 1,2
female,05.09.2025 21:15:32,05.09.2025 21:19:27,Entrance 1,Entrance 1,2
female,05.09.2025 21:15:23,05.09.2025 21:22:54,Entrance 1,Entrance 1,2
female,05.09.2025 21:20:01,05.09.2025 21:23:08,Entrance 1,Entrance 1,2
male,05.09.2025 21:18:45,05.09.2025 21:24:04,Entrance 1,Entrance 2,1
male,05.09.2025 21:18:04,05.09.2025 21:25:30,Entrance 1,Entrance 1,2
car,05.09.2025 20:37:24,05.09.2025 21:26:05,None,None,2
car,05.09.2025 19:27:43,05.09.2025 21:27:14,None,None,1
female,05.09.2025 21:24:15,05.09.2025 21:27:15,Entrance 1,Entrance 2,1
male,05.09.2025 21:18:59,05.09.2025 21:27:29,Entrance 2,Entrance 2,1
car,05.09.2025 20:25:33,05.09.2025 21:28:04,None,None,1
female,05.09.2025 21:19:53,05.09.2025 21:28:12,Entrance 1,None,2
male,05.09.2025 21:19:33,05.09.2025 21:29:33,Entrance 2,Entrance 1,1
female,05.09.2025 21:20:01,05.09.2025 21:30:01,Entrance 2,None,1
car,05.09.2025 20:44:45,05.09.2025 21:30:03,None,None,1
male,05.09.2025 21:26:38,05.09.2025 21:30:52,Entrance 1,Entrance 1,2
car,05.09.2025 20:39:59,05.09.2025 21:31:04,None,None,2
female,05.09.2025 21:26:59,05.09.2025 21:31:21,Entrance 1,Entrance 1,1
male,05.09.2025 21:25:33,05.09.2025 21:32:05,Entrance 1,Entrance 1,2
female,05.09.2025 21:26:41,05.09.2025 21:32:28,Entrance 1,Entrance 1,1
male,05.09.2025 21:27:48,05.09.2025 21:33:39,Entrance 1,Entrance 2,1
female,05.09.2025 21:30:58,05.09.2025 21:33:58,Entrance 1,Entrance 2,1
male,05.09.2025 21:27:31,05.09.2025 21:33:58,None,Entrance 1,2
male,05.09.2025 21:31:10,05.09.2025 21:34:10,Entrance 1,Entrance 1,1
female,05.09.2025 21:28:34,05.09.2025 21:34:28,Entrance 1,Entrance 1,2
car,05.09.2025 20:41:36,05.09.2025 21:34:41,None,None,1
female,05.09.2025 21:29:23,05.09.2025 21:35:17,Entrance 1,Entrance 2,1
female,05.09.2025 21:25:19,05.09.2025 21:35:19,Entrance 2,Entrance 2,1
female,05.09.2025 21:29:14,05.09.2025 21:35:48,Entrance 1,Entrance 1,1
male,05.09.2025 21:29:16,05.09.2025 21:36:36,Entrance 1,Entrance 1,2
female,05.09.2025 21:33:37,05.09.2025 21:36:37,None,Entrance 2,1
car,05.09.2025 21:07:31,05.09.2025 21:37:09,None,None,2
male,05.09.2025 21:31:25,05.09.2025 21:37:12,Entrance 1,Entrance 1,2
male,05.09.2025 21:32:43,05.09.2025 21:37:29,Entrance 1,Entrance 1,2
female,05.09.2025 21:31:58,05.09.2025 21:37:52,Entrance 2,Entrance 1,1
male,05.09.2025 21:30:35,05.09.2025 21:38:01,Entrance 1,Entrance 1,2
female,05.09.2025 21:34:03,05.09.2025 21:38:20,Entrance 1,Entrance 2,1
male,05.09.2025 21:35:41,05.09.2025 21:39:40,Entrance 2,Entrance 2,1
female,05.09.2025 21:35:40,05.09.2025 21:40:38,Entrance 1,Entrance 1,1
male,05.09.2025 21:35:25,05.09.2025 21:41:40,Entrance 1,Entrance 2,1
female,05.09.2025 21:31:40,05.09.2025 21:41:40,Entrance 1,Entrance 1,2
female,05.09.2025 21:32:23,05.09.2025 21:41:53,Entrance 1,Entrance 1,1
male,05.09.2025 21:37:10,05.09.2025 21:42:02,Entrance 1,Entrance 1,2
male,05.09.2025 21:37:07,05.09.2025 21:42:06,Entrance 1,Entrance 2,1
car,05.09.2025 20:24:30,05.09.2025 21:42:22,None,None,2
male,05.09.2025 21:35:23,05.09.2025 21:42:37,Entrance 1,Entrance 2,1
male,05.09.2025 21:39:45,05.09.2025 21:43:13,Entrance 1,None,1
female,05.09.2025 21:37:55,05.09.2025 21:43:30,Entrance 1,Entrance 1,2
male,05.09.2025 21:37:08,05.09.2025 21:43:32,Entrance 2,Entrance 1,1
car,05.09.2025 20:28:24,05.09.2025 21:44:15,None,None,1
female,05.09.2025 21:38:52,05.09.2025 21:45:02,Entrance 1,Entrance 1,2
female,05.09.2025 21:41:52,05.09.2025 21:45:50,Entrance 1,Entrance 2,1
male,05.09.2025 21:35:58,05.09.2025 21:45:58,Entrance 2,Entrance 1,1
female,05.09.2025 21:36:23,05.09.2025 21:46:23,Entrance 2,Entrance 1,1
female,05.09.2025 21:43:49,05.09.2025 21:47:14,Entrance 1,Entrance 1,2
male,05.09.2025 21:40:23,05.09.2025 21:47:17,Entrance 1,Entrance 1,2
car,05.09.2025 19:56:34,05.09.2025 21:47:49,None,None,1
male,05.09.2025 21:38:58,05.09.2025 21:48:58,Entrance 2,Entrance 2,1
male,05.09.2025 21:41:33,05.09.2025 21:49:07,Entrance 1,Entrance 2,1
male,05.09.2025 21:39:45,05.09.2025 21:49:16,Entrance 2,Entrance 2,1
female,05.09.2025 21:43:34,05.09.2025 21:50:02,Entrance 2,Entrance 2,1
car,05.09.2025 21:14:06,05.09.2025 21:50:06,None,None,1
female,05.09.2025 21:46:00,05.09.2025 21:50:07,Entrance 1,Entrance 2,1
female,05.09.2025 21:45:39,05.09.2025 21:51:11,Entrance 1,None,2
male,05.09.2025 21:45:27,05.09.2025 21:52:49,Entrance 1,Entrance 2,1
car,05.09.2025 20:50:57,05.09.2025 21:53:39,None,None,2
female,05.09.2025 21:50:23,05.09.2025 21:53:55,Entrance 1,Entrance 2,1
female,05.09.2025 21:49:50,05.09.2025 21:54:53,Entrance 2,Entrance 1,1
female,05.09.2025 21:50:45,05.09.2025 21:54:57,Entrance 1,Entrance 1,2
male,05.09.2025 21:50:25,05.09.2025 21:55:41,Entrance 1,Entrance 2,1
female,05.09.2025 21:49:59,05.09.2025 21:55:49,Entrance 1,Entrance 1,2
male,05.09.2025 21:51:15,05.09.2025 21:56:11,Entrance 1,Entrance 1,1
car,05.09.2025 20:40:57,05.09.2025 21:56:43,None,None,1
car,05.09.2025 20:48:47,05.09.2025 21:56:55,None,None,2
car,05.09.2025 19:52:48,05.09.2025 21:57:19,None,None,2
female,05.09.2025 21:49:37,05.09.2025 21:57:22,Entrance 1,None,2
female,05.09.2025 21:49:04,05.09.2025 21:57:23,Entrance 1,Entrance 1,1
male,05.09.2025 21:54:26,05.09.2025 21:57:40,None,Entrance 2,1
male,05.09.2025 21:53:45,05.09.2025 21:57:42,Entrance 1,Entrance 2,1
female,05.09.2025 21:53:19,05.09.2025 21:58:39,None,Entrance 2,1
male,05.09.2025 21:48:53,05.09.2025 21:58:53,Entrance 2,Entrance 2,1
male,05.09.2025 21:55:19,05.09.2025 21:59:18,Entrance 1,Entrance 2,1
male,05.09.2025 21:54:27,05.09.2025 21:59:41,Entrance 2,Entrance 2,1
female,05.09.2025 21:53:04,05.09.2025 21:59:53,Entrance 2,None,1
male,05.09.2025 21:55:16,05.09.2025 22:00:02,Entrance 1,Entrance 2,1
male,05.09.2025 21:50:27,05.09.2025 22:00:27,Entrance 2,Entrance 2,1
male,05.09.2025 21:52:31,05.09.2025 22:02:31,Entrance 2,Entrance 1,1
male,05.09.2025 21:55:17,05.09.2025 22:02:39,Entrance 1,Entrance 1,2
female,05.09.2025 21:56:07,05.09.2025 22:02:40,Entrance 1,Entrance 1,2
female,05.09.2025 21:58:01,05.09.2025 22:03:02,Entrance 1,Entrance 2,1
car,05.09.2025 21:33:52,05.09.2025 22:03:22,None,None,2
male,05.09.2025 21:59:08,05.09.2025 22:03:50,Entrance 1,Entrance 1,2
car,05.09.2025 21:26:39,05.09.2025 22:03:51,None,None,1
male,05.09.2025 21:59:51,05.09.2025 22:04:06,Entrance 1,Entrance 1,1
car,05.09.2025 21:00:58,05.09.2025 22:04:11,None,None,1
female,05.09.2025 21:59:37,05.09.2025 22:04:19,Entrance 1,Entrance 2,1
car,05.09.2025 20:55:02,05.09.2025 22:05:28,None,None,2
male,05.09.2025 21:56:28,05.09.2025 22:06:28,Entrance 2,Entrance 2,1
female,05.09.2025 21:58:46,05.09.2025 22:06:53,Entrance 2,Entrance 1,1
male,05.09.2025 22:01:02,05.09.2025 22:07:24,Entrance 1,Entrance 1,2
male,05.09.2025 22:05:22,05.09.2025 22:08:22,Entrance 1,Entrance 1,2
male,05.09.2025 21:58:46,05.09.2025 22:08:46,Entrance 1,Entrance 1,2
car,05.09.2025 21:26:28,05.09.2025 22:09:41,None,None,2
car,05.09.2025 21:08:35,05.09.2025 22:11:03,None,None,1
male,05.09.2025 22:10:30,05.09.2025 22:13:30,Entrance 1,Entrance 1,2
car,05.09.2025 20:49:57,05.09.2025 22:14:12,None,None,1
car,05.09.2025 21:39:46,05.09.2025 22:14:51,None,None,1
male,05.09.2025 22:15:04,05.09.2025 22:18:04,Entrance 1,Entrance 1,2
male,05.09.2025 22:14:24,05.09.2025 22:19:48,Entrance 1,Entrance 1,2
male,05.09.2025 22:16:35,05.09.2025 22:21:37,Entrance 1,Entrance 1,2
car,05.09.2025 21:04:41,05.09.2025 22:22:32,None,None,2
female,05.09.2025 22:18:13,05.09.2025 22:24:13,Entrance 1,Entrance 1,2
male,05.09.2025 22:18:44,05.09.2025 22:24:36,Entrance 1,Entrance 1,2
car,05.09.2025 21:42:54,05.09.2025 22:25:34,None,None,2
female,05.09.2025 22:20:55,05.09.2025 22:26:16,Entrance 2,Entrance 2,1
male,05.09.2025 22:21:36,05.09.2025 22:26:21,Entrance 1,Entrance 1,2
female,05.09.2025 22:23:31,05.09.2025 22:26:31,None,Entrance 1,2
male,05.09.2025 22:19:11,05.09.2025 22:27:16,Entrance 2,Entrance 2,1
male,05.09.2025 22:21:18,05.09.2025 22:27:18,Entrance 2,Entrance 1,1
male,05.09.2025 22:23:20,05.09.2025 22:28:53,Entrance 1,Entrance 2,1
male,05.09.2025 22:20:47,05.09.2025 22:29:24,Entrance 1,Entrance 1,2
female,05.09.2025 22:24:48,05.09.2025 22:29:30,Entrance 1,Entrance 1,1
female,05.09.2025 22:21:57,05.09.2025 22:29:47,Entrance 2,Entrance 1,1
female,05.09.2025 22:25:54,05.09.2025 22:30:07,Entrance 1,Entrance 1,1
male,05.09.2025 22:22:50,05.09.2025 22:30:26,Entrance 1,Entrance 2,1
male,05.09.2025 22:24:13,05.09.2025 22:30:41,Entrance 1,Entrance 1,2
car,05.09.2025 21:08:21,05.09.2025 22:31:46,None,None,1
female,05.09.2025 22:27:57,05.09.2025 22:32:20,None,Entrance 1,1
car,05.09.2025 21:41:23,05.09.2025 22:34:55,None,None,1
female,05.09.2025 22:33:50,05.09.2025 22:37:11,Entrance 1,Entrance 1,2
female,05.09.2025 22:34:04,05.09.2025 22:37:33,None,Entrance 1,1
car,05.09.2025 21:08:16,05.09.2025 22:38:33,None,None,1
female,05.09.2025 22:30:21,05.09.2025 22:39:02,Entrance 2,Entrance 1,1
male,05.09.2025 22:34:24,05.09.2025 22:39:32,Entrance 1,Entrance 1,2
male,05.09.2025 22:37:15,05.09.2025 22:40:15,Entrance 1,Entrance 1,1
female,05.09.2025 22:34:04,05.09.2025 22:40:22,Entrance 1,Entrance 1,2
female,05.09.2025 22:32:03,05.09.2025 22:40:39,Entrance 2,Entrance 2,1
male,05.09.2025 22:30:41,05.09.2025 22:40:41,Entrance 2,Entrance 2,1
female,05.09.2025 22:34:18,05.09.2025 22:41:31,Entrance 1,Entrance 1,1
male,05.09.2025 22:39:07,05.09.2025 22:43:56,Entrance 1,Entrance 1,1
male,05.09.2025 22:40:48,05.09.2025 22:44:05,Entrance 1,Entrance 1,1
car,05.09.2025 22:10:51,05.09.2025 22:44:38,None,None,1
female,05.09.2025 22:41:10,05.09.2025 22:47:53,Entrance 1,Entrance 2,1
female,05.09.2025 22:43:11,05.09.2025 22:48:20,Entrance 1,Entrance 1,1
male,05.09.2025 22:40:35,05.09.2025 22:48:57,Entrance 2,Entrance 2,1
female,05.09.2025 22:47:06,05.09.2025 22:51:08,Entrance 1,Entrance 2,1
